product_name,slug,description,category_slug,price,image,stock,is_available
স্লিম ফিট পেন্ট-145,145,"স্লিম ফিট পেন্ট-145 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,1399,145.jpg,183,True
দৈনন্দিন ব্যবহারের টুপি-146,146,"দৈনন্দিন ব্যবহারের টুপি-146 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,846,146.jpg,168,True
এলিগেন্ট জামা-147,147,"এলিগেন্ট জামা-147 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,1758,147.jpg,232,True
আউটডোর টুপি-148,148,"আউটডোর টুপি-148 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,2590,148.jpg,68,True
আউটডোর জামা-149,149,"আউটডোর জামা-149 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,604,149.jpg,82,True
শ্বাসপ্রশ্বাসযোগ্য শার্ট-150,150,"শ্বাসপ্রশ্বাসযোগ্য শার্ট-150 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,519,150.jpg,137,False
ভিন্টেজ জামা-151,151,"ভিন্টেজ জামা-151 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,2262,151.jpg,118,False
স্পোর্টস গেঞ্জি-152,152,"স্পোর্টস গেঞ্জি-152 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,1838,152.jpg,11,True
গ্রাফিক টুপি-153,153,"গ্রাফিক টুপি-153 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1427,153.jpg,269,True
টেকসই টুপি-154,154,"টেকসই টুপি-154 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1688,154.jpg,108,True
আরামদায়ক টুপি-155,155,"আরামদায়ক টুপি-155 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,2869,155.jpg,219,True
স্পোর্টস পেন্ট-156,156,"স্পোর্টস পেন্ট-156 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,729,156.jpg,191,True
মার্জিত টুপি-157,157,"মার্জিত টুপি-157 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,786,157.jpg,141,True
টেকসই টুপি-158,158,"টেকসই টুপি-158 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1122,158.jpg,67,False
নরম পেন্ট-159,159,"নরম পেন্ট-159 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,2285,159.jpg,32,True
নরম পেন্ট-160,160,"নরম পেন্ট-160 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,1161,160.jpg,144,False
স্টাইলিশ পেন্ট-161,161,"স্টাইলিশ পেন্ট-161 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,1243,161.jpg,51,True
আরামদায়ক গেঞ্জি-162,162,"আরামদায়ক গেঞ্জি-162 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,795,162.jpg,67,False
ক্যাজুয়াল জামা-163,163,"ক্যাজুয়াল জামা-163 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,2496,163.jpg,90,True
সাদা পেন্ট-164,164,"সাদা পেন্ট-164 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,1970,164.jpg,268,True
এলিগেন্ট শার্ট-165,165,"এলিগেন্ট শার্ট-165 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,668,165.jpg,19,False
স্লিম ফিট টুপি-166,166,"স্লিম ফিট টুপি-166 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1424,166.jpg,42,True
ডিজাইনার শার্ট-167,167,"ডিজাইনার শার্ট-167 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,1288,167.jpg,83,True
ক্যাজুয়াল পেন্ট-168,168,"ক্যাজুয়াল পেন্ট-168 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,722,168.jpg,229,True
মার্জিত টুপি-169,169,"মার্জিত টুপি-169 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,500,169.jpg,91,True
নরম জামা-170,170,"নরম জামা-170 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,2650,170.jpg,88,True
টেকসই জামা-171,171,"টেকসই জামা-171 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,1050,171.jpg,39,True
লাইটওয়েট জামা-172,172,"লাইটওয়েট জামা-172 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,2820,172.jpg,11,True
আউটডোর জামা-173,173,"আউটডোর জামা-173 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,1446,173.jpg,66,True
উলের জুতা-174,174,"উলের জুতা-174 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,2189,174.jpg,269,False
উন্নত মানের পেন্ট-175,175,"উন্নত মানের পেন্ট-175 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,2977,175.jpg,42,True
লাইটওয়েট পেন্ট-176,176,"লাইটওয়েট পেন্ট-176 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,762,176.jpg,16,True
দৈনন্দিন ব্যবহারের গেঞ্জি-177,177,"দৈনন্দিন ব্যবহারের গেঞ্জি-177 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,2740,177.jpg,86,True
আরামদায়ক গেঞ্জি-178,178,"আরামদায়ক গেঞ্জি-178 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,988,178.jpg,187,True
ভিন্টেজ শার্ট-179,179,"ভিন্টেজ শার্ট-179 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,2848,179.jpg,182,False
স্পোর্টস জামা-180,180,"স্পোর্টস জামা-180 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,751,180.jpg,273,True
স্টাইলিশ গেঞ্জি-181,181,"স্টাইলিশ গেঞ্জি-181 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,1151,181.jpg,60,True
উলের জামা-182,182,"উলের জামা-182 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,1113,182.jpg,166,True
ফরমাল পেন্ট-183,183,"ফরমাল পেন্ট-183 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,853,183.jpg,28,True
আরামদায়ক গেঞ্জি-184,184,"আরামদায়ক গেঞ্জি-184 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,522,184.jpg,171,True
টেকসই জুতা-185,185,"টেকসই জুতা-185 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,2983,185.jpg,83,False
সাদা জুতা-186,186,"সাদা জুতা-186 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,3213,186.jpg,186,True
উলের জামা-187,187,"উলের জামা-187 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,1999,187.jpg,42,True
স্টাইলিশ শার্ট-188,188,"স্টাইলিশ শার্ট-188 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,2873,188.jpg,81,True
মার্জিত পেন্ট-189,189,"মার্জিত পেন্ট-189 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,2806,189.jpg,10,True
ডিজাইনার পেন্ট-190,190,"ডিজাইনার পেন্ট-190 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,2557,190.jpg,130,True
আরামদায়ক টুপি-191,191,"আরামদায়ক টুপি-191 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,582,191.jpg,59,True
দৈনন্দিন ব্যবহারের জুতা-192,192,"দৈনন্দিন ব্যবহারের জুতা-192 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,3497,192.jpg,189,True
প্রিমিয়াম কটন জুতা-193,193,"প্রিমিয়াম কটন জুতা-193 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,4553,193.jpg,123,True
স্টাইলিশ গেঞ্জি-194,194,"স্টাইলিশ গেঞ্জি-194 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,1081,194.jpg,204,True
প্রিমিয়াম কটন জুতা-195,195,"প্রিমিয়াম কটন জুতা-195 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,4626,195.jpg,153,True
আরামদায়ক টুপি-196,196,"আরামদায়ক টুপি-196 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,2410,196.jpg,83,True
ফরমাল টুপি-197,197,"ফরমাল টুপি-197 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1959,197.jpg,45,True
আধুনিক শার্ট-198,198,"আধুনিক শার্ট-198 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,2923,198.jpg,89,False
প্রিমিয়াম কটন গেঞ্জি-199,199,"প্রিমিয়াম কটন গেঞ্জি-199 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,2111,199.jpg,276,False
ফরমাল পেন্ট-200,200,"ফরমাল পেন্ট-200 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,2936,200.jpg,147,False
স্লিম ফিট শার্ট-201,201,"স্লিম ফিট শার্ট-201 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,997,201.jpg,259,True
এলিগেন্ট গেঞ্জি-202,202,"এলিগেন্ট গেঞ্জি-202 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,2477,202.jpg,254,True
উন্নত মানের পেন্ট-203,203,"উন্নত মানের পেন্ট-203 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,1986,203.jpg,235,True
সাদা শার্ট-204,204,"সাদা শার্ট-204 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,1249,204.jpg,264,True
ভিন্টেজ জুতা-205,205,"ভিন্টেজ জুতা-205 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,1501,205.jpg,87,False
কম্প্যাক্ট জুতা-206,206,"কম্প্যাক্ট জুতা-206 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,2202,206.jpg,272,True
দৈনন্দিন ব্যবহারের পেন্ট-207,207,"দৈনন্দিন ব্যবহারের পেন্ট-207 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,1628,207.jpg,49,True
আউটডোর টুপি-208,208,"আউটডোর টুপি-208 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1356,208.jpg,214,False
আধুনিক জামা-209,209,"আধুনিক জামা-209 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,2770,209.jpg,282,True
স্লিম ফিট গেঞ্জি-210,210,"স্লিম ফিট গেঞ্জি-210 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,1802,210.jpg,92,True
গ্রাফিক টুপি-211,211,"গ্রাফিক টুপি-211 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,493,211.jpg,210,False
ট্র্যাকিং গেঞ্জি-212,212,"ট্র্যাকিং গেঞ্জি-212 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,1961,212.jpg,229,True
সাদা জুতা-213,213,"সাদা জুতা-213 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,4277,213.jpg,46,True
উন্নত মানের জামা-214,214,"উন্নত মানের জামা-214 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,1568,214.jpg,197,True
ট্র্যাকিং জুতা-215,215,"ট্র্যাকিং জুতা-215 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,2901,215.jpg,42,False
গ্রাফিক গেঞ্জি-216,216,"গ্রাফিক গেঞ্জি-216 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,1869,216.jpg,182,True
এলিগেন্ট জুতা-217,217,"এলিগেন্ট জুতা-217 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,2969,217.jpg,22,True
প্রিমিয়াম কটন পেন্ট-218,218,"প্রিমিয়াম কটন পেন্ট-218 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,2715,218.jpg,273,True
উলের জামা-219,219,"উলের জামা-219 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,2355,219.jpg,78,True
উলের জামা-220,220,"উলের জামা-220 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,1738,220.jpg,56,True
কম্প্যাক্ট টুপি-221,221,"কম্প্যাক্ট টুপি-221 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,2308,221.jpg,38,True
স্লিম ফিট জুতা-222,222,"স্লিম ফিট জুতা-222 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,4716,222.jpg,21,True
উন্নত মানের পেন্ট-223,223,"উন্নত মানের পেন্ট-223 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,1125,223.jpg,207,True
স্টাইলিশ জুতা-224,224,"স্টাইলিশ জুতা-224 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,4562,224.jpg,258,True
ডিজাইনার টুপি-225,225,"ডিজাইনার টুপি-225 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1328,225.jpg,148,False
স্লিম ফিট পেন্ট-226,226,"স্লিম ফিট পেন্ট-226 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,1508,226.jpg,86,True
প্রিমিয়াম কটন জুতা-227,227,"প্রিমিয়াম কটন জুতা-227 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,4816,227.jpg,69,True
দৈনন্দিন ব্যবহারের গেঞ্জি-228,228,"দৈনন্দিন ব্যবহারের গেঞ্জি-228 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,1859,228.jpg,253,True
টেকসই টুপি-229,229,"টেকসই টুপি-229 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1731,229.jpg,262,False
মার্জিত গেঞ্জি-230,230,"মার্জিত গেঞ্জি-230 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,1096,230.jpg,193,True
দৈনন্দিন ব্যবহারের জামা-231,231,"দৈনন্দিন ব্যবহারের জামা-231 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,953,231.jpg,221,True
ডিজাইনার গেঞ্জি-232,232,"ডিজাইনার গেঞ্জি-232 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",genji,575,232.jpg,112,False
গ্রাফিক জুতা-233,233,"গ্রাফিক জুতা-233 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,2781,233.jpg,291,False
ভিন্টেজ জামা-234,234,"ভিন্টেজ জামা-234 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,2202,234.jpg,39,True
ক্যাজুয়াল জামা-235,235,"ক্যাজুয়াল জামা-235 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,1267,235.jpg,271,False
সাদা জুতা-236,236,"সাদা জুতা-236 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,2604,236.jpg,76,True
শ্বাসপ্রশ্বাসযোগ্য শার্ট-237,237,"শ্বাসপ্রশ্বাসযোগ্য শার্ট-237 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,2892,237.jpg,202,True
ক্যাজুয়াল পেন্ট-238,238,"ক্যাজুয়াল পেন্ট-238 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,930,238.jpg,246,True
স্লিম ফিট শার্ট-239,239,"স্লিম ফিট শার্ট-239 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",shirt,1860,239.jpg,135,True
ট্র্যাকিং টুপি-240,240,"ট্র্যাকিং টুপি-240 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,823,240.jpg,282,False
আরামদায়ক পেন্ট-241,241,"আরামদায়ক পেন্ট-241 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,696,241.jpg,124,True
ফ্যাশনেবল পেন্ট-242,242,"ফ্যাশনেবল পেন্ট-242 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,2823,242.jpg,181,True
উন্নত মানের জুতা-243,243,"উন্নত মানের জুতা-243 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,2071,243.jpg,198,True
প্রিমিয়াম কটন টুপি-244,244,"প্রিমিয়াম কটন টুপি-244 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",tupi,1000,244.jpg,98,True
আরামদায়ক পেন্ট-245,245,"আরামদায়ক পেন্ট-245 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,2349,245.jpg,124,True
সাদা পেন্ট-246,246,"সাদা পেন্ট-246 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",pant,2635,246.jpg,103,False
উন্নত মানের জুতা-247,247,"উন্নত মানের জুতা-247 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",juta,4491,247.jpg,168,False
শ্বাসপ্রশ্বাসযোগ্য জামা-248,248,"শ্বাসপ্রশ্বাসযোগ্য জামা-248 এর বিবরণ: উচ্চ মানের উপাদান দিয়ে তৈরি, এটি প্রতিদিনের ব্যবহারের জন্য আরামদায়ক এবং স্টাইলিশ।",jama,1380,248.jpg,298,False
